,SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,SOURCE,MLS#,LATITUDE,LONGITUDE
984,MLS Listing,Single Family Residential,3024 Landing Falls Ln,Raleigh,NC,27616,431000.0,4.0,2.5,Landings at Neuse Crossing,2758.0,6969.0,2007.0,12.0,156.0,,TMLS,2406004,35.8725316,-78.5294813
985,MLS Listing,Single Family Residential,1016 Tabor St,High Point,NC,27262,110000.0,2.0,1.5,,,,1949.0,12.0,,,Triad MLS,1041288,35.9792662,-80.0053456
986,MLS Listing,Single Family Residential,280 Young Farm Dr,Lillington,NC,27546,352490.0,3.0,2.5,Harnett,2207.0,47044.0,2021.0,12.0,160.0,48.0,TMLS,2405998,35.43556581748,-78.8347873312651
987,MLS Listing,Single Family Residential,227 S Third Ave,Siler City,NC,27344,219900.0,3.0,2.0,Chatham,1969.0,21780.0,1940.0,12.0,112.0,,TMLS,2405997,35.7217235,-79.458984
988,MLS Listing,Single Family Residential,2308 Vandora Springs Rd,Garner,NC,27529,800000.0,3.0,2.0,Wake,3222.0,348480.0,1972.0,12.0,248.0,,TMLS,2405992,35.6905353,-78.6477639
989,MLS Listing,Single Family Residential,28 Atlantic Ave,Benson,NC,27504,235000.0,4.0,2.0,Boardwalk Place,1260.0,21562.0,2007.0,12.0,187.0,,TMLS,2405991,35.3966208,-78.5532864
990,MLS Listing,Single Family Residential,5306 Cox Blvd,Winston Salem,NC,27105,139900.0,2.0,1.5,,,,1932.0,12.0,,,Triad MLS,1041302,36.1628334,-80.2353771
991,MLS Listing,Single Family Residential,3 Archer Glen Ct,Greensboro,NC,27407,217500.0,3.0,2.5,Adams Farm - Crofton Springs,,,1993.0,12.0,,22.0,Triad MLS,1040848,36.024169,-79.8949772
992,MLS Listing,Single Family Residential,509 Get A Way Ln,Bahama,NC,27503,394900.0,4.0,2.5,Black Horse Run,2723.0,40946.0,1998.0,12.0,145.0,65.0,TMLS,2405988,36.1811251,-78.8941888
993,MLS Listing,Single Family Residential,1899 Challenge Dr,Graham,NC,27253,675000.0,3.0,3.5,Challenge Hideaway Village,2802.0,19994.0,2009.0,12.0,241.0,18.0,AMLSNC,119751,36.0762856,-79.3625938
994,MLS Listing,Single Family Residential,3391 Oakridge River Rd,Fuquay Varina,NC,27526,750000.0,3.0,3.5,Harnett,2650.0,61419.0,2018.0,12.0,283.0,,TMLS,2405984,35.5327684,-78.8621933
995,MLS Listing,Single Family Residential,116 Coffeeberry Ct,Garner,NC,27529,449900.0,4.0,3.5,Everwood,2622.0,13503.0,2006.0,12.0,172.0,16.0,TMLS,2405979,35.676377,-78.5909682
996,MLS Listing,Single Family Residential,151 Hassell Horton Rd,Hurdle Mills,NC,27541,215000.0,3.0,2.0,Bushy Fork,1484.0,43560.0,2004.0,13.0,145.0,,TMLS,2405973,36.3160439,-79.0694708
997,MLS Listing,Single Family Residential,4902 Kacia Ct,Greensboro,NC,27407,260000.0,3.0,3.0,Wiley Park,,,1974.0,13.0,,,Triad MLS,1041308,35.9856183,-79.9018438
998,MLS Listing,Single Family Residential,312 Peden St,Winston Salem,NC,27105,75000.0,1.0,1.0,Montview,,,1951.0,13.0,,,Triad MLS,1041314,36.1409735,-80.2413345
999,MLS Listing,Single Family Residential,1507 Berwick Rd,Winston Salem,NC,27103,269900.0,3.0,2.0,Ardmore,,,1959.0,13.0,,,Triad MLS,1041217,36.0695039,-80.2873134
1000,MLS Listing,Single Family Residential,503 Cedar St,Eden,NC,27288,115500.0,2.0,1.0,,,,1940.0,13.0,,,Triad MLS,1041325,36.4919738,-79.7774191
1001,MLS Listing,Single Family Residential,702 Brye St,Durham,NC,27703,236000.0,4.0,2.5,Hillcrest,1288.0,12632.0,2004.0,13.0,183.0,,TMLS,2405960,35.9915099,-78.8736041
1002,MLS Listing,Single Family Residential,131 Larkspur Cir,Durham,NC,27713,375000.0,3.0,2.5,Parkwood,1850.0,17119.0,1966.0,13.0,203.0,21.0,TMLS,2405959,35.8869726,-78.9080268
1003,MLS Listing,Single Family Residential,181 Sequoia Dr,Clayton,NC,27527,415000.0,3.0,2.5,Sierra Heights,3201.0,14374.0,2015.0,13.0,130.0,10.0,TMLS,2405957,35.616372,-78.367403
1004,MLS Listing,Single Family Residential,608 Beckwith Dr,Greensboro,NC,27410,365000.0,3.0,2.5,Streamside,,,2005.0,13.0,,89.0,Triad MLS,1041243,36.0789989,-79.8799191
1005,MLS Listing,Single Family Residential,1713 Sandoval Dr,Durham,NC,27703,495000.0,3.0,2.0,Brightleaf,2033.0,6969.0,2020.0,13.0,243.0,88.0,TMLS,2405944,35.949497,-78.808295
1006,MLS Listing,Single Family Residential,445 Fernando St,Durham,NC,27703-2510,280000.0,3.0,2.0,Fernando,1270.0,18295.0,2000.0,13.0,220.0,,TMLS,2405939,35.9951503,-78.8425776
1007,MLS Listing,Single Family Residential,2880 Northbridge Rd,Winston Salem,NC,27103,288000.0,3.0,2.5,Mountainbrook,,,1966.0,13.0,,,Triad MLS,1041304,36.0524118,-80.2973051
1008,MLS Listing,Single Family Residential,7099 Nc Highway 8,Lexington,NC,27292,119500.0,3.0,1.0,,,,1949.0,13.0,,,Triad MLS,1041307,35.7147634,-80.2672613
1009,MLS Listing,Single Family Residential,425 Freemont Dr,Thomasville,NC,27360,426211.0,4.0,3.5,Breckenridge,,,2021.0,13.0,,63.0,Triad MLS,1041294,35.8833388,-80.0445203
1010,MLS Listing,Single Family Residential,29 Knoll Ct,Old Bridge,NJ,08857,359900.0,3.0,1.5,Old Bridge,1635.0,2261.0,1982.0,13.0,220.0,,CJMLS,2203493R,35.615393,-78.575427
1011,MLS Listing,Single Family Residential,302 N Elm Ave,Dunn,NC,28334,99000.0,2.0,1.0,Harnett,750.0,6969.0,1914.0,13.0,132.0,,TMLS,2405926,35.3078858,-78.604383
1012,MLS Listing,Single Family Residential,221 Southern Woods Dr,Winston Salem,NC,27107,465000.0,3.0,2.5,Meadowlands - Southern Woods,,,2006.0,13.0,,,Triad MLS,1041296,35.9995795,-80.1615881
1013,MLS Listing,Single Family Residential,20 Dover St,Franklinton,NC,27525,238000.0,3.0,2.0,Franklin,1134.0,11325.0,2021.0,13.0,210.0,,TMLS,2405924,36.1069879,-78.4371373
1014,MLS Listing,Single Family Residential,4820 Radcliff Rd,Raleigh,NC,27609,425000.0,3.0,2.0,Lakemont,1677.0,14374.0,1965.0,13.0,253.0,,TMLS,2405919,35.8479549,-78.6266853
1015,MLS Listing,Single Family Residential,227 Whitfield St,Knightdale,NC,27545,229900.0,3.0,2.0,Green Pines,1275.0,19602.0,1965.0,13.0,180.0,,TMLS,2405916,35.7911116,-78.5272846
1016,MLS Listing,Single Family Residential,70 Saintsing Trl Unit 72 WL,Youngsville,NC,27596,402189.0,4.0,2.5,Franklin,2944.0,10062.0,2021.0,13.0,137.0,45.0,TMLS,2405914,36.0705216135247,-78.5048464447022
1017,MLS Listing,Single Family Residential,420 River Birch Dr,Vass,NC,28394,235000.0,3.0,2.0,Moore,1464.0,12632.0,1998.0,13.0,161.0,50.0,TMLS,2405913,35.234152,-79.204434
1018,MLS Listing,Single Family Residential,327 Woodlawn Ave,Roxboro,NC,27573,209900.0,3.0,2.0,Person,1160.0,7840.0,2021.0,13.0,181.0,,TMLS,2405912,36.3945404,-78.9761671
1019,MLS Listing,Single Family Residential,308 Pace St,Smithfield,NC,27577,189000.0,3.0,1.5,Heavner Holding,1137.0,13939.0,1962.0,13.0,166.0,,TMLS,2405910,35.529642,-78.3611782
1020,MLS Listing,Single Family Residential,342 Rio Grande Ln,Willow Spring(s),NC,27592,381499.0,3.0,2.0,Johnston,1910.0,20473.0,2021.0,13.0,200.0,45.0,TMLS,2405907,35.543983,-78.667265
1021,MLS Listing,Single Family Residential,414 Brown Creek Church Rd,Wadesboro,NC,28170,130000.0,4.0,1.0,Wadesboro,1080.0,19166.0,1975.0,13.0,120.0,,CANOPYMLS,3782349,35.0003418,-80.0942779
1022,MLS Listing,Single Family Residential,7099 Hwy 8 Hwy #0013,Lexington,NC,27292,119500.0,3.0,1.0,Lexington,1323.0,69260.0,1949.0,13.0,90.0,,CANOPYMLS,3782728,35.7147634,-80.2672613
1023,MLS Listing,Single Family Residential,903 N Pollock St,Selma,NC,27576,107000.0,2.0,1.0,Johnston,823.0,7405.0,1958.0,13.0,130.0,,TMLS,2405904,35.5435947,-78.2788883
1024,MLS Listing,Single Family Residential,1001 Harmens Creek Rd,Knightdale,NC,27545,475000.0,5.0,2.5,Applegate,2754.0,17859.0,1991.0,13.0,172.0,34.0,TMLS,2405898,35.7886672,-78.5058481
1025,MLS Listing,Single Family Residential,7887 Newhaven Dr,Oak Ridge,NC,27310,659900.0,4.0,4.0,Estates At Oak Ridge Lakes,,,2005.0,13.0,,75.0,Triad MLS,1041047,36.1757175,-79.9704362
1026,MLS Listing,Single Family Residential,4915 Warner Rd,Pfafftown,NC,27040,349900.0,4.0,2.5,,,,1964.0,13.0,,,Triad MLS,1040981,36.18275,-80.3705844
1027,MLS Listing,Single Family Residential,220 Pritchett Rd,Browns Summit,NC,27214,330000.0,3.0,2.0,Pritchett Meadows,,,2021.0,13.0,,,Triad MLS,1040910,36.2428027,-79.5775221
1028,MLS Listing,Single Family Residential,210 Pritchett Rd,Browns Summit,NC,27214,330000.0,3.0,2.0,Pritchett Meadows,,,2021.0,13.0,,,Triad MLS,1040902,36.2428027,-79.5775221
1029,MLS Listing,Single Family Residential,7041 Timber Creek Trl,Graham,NC,27253,259900.0,3.0,2.0,Pine Creek Plantation,1680.0,89733.0,1998.0,13.0,155.0,,TMLS,2405889,35.9047911,-79.360482
1030,MLS Listing,Single Family Residential,803 Valley Rd,Thomasville,NC,27360,319000.0,4.0,3.0,Huntsford Hills,,,1959.0,13.0,,,Triad MLS,1041018,35.9041602,-80.0803381
1031,MLS Listing,Single Family Residential,3715 Rawls Church Rd,Fuquay Varina,NC,27526,950000.0,4.0,2.5,Oak Creek,3432.0,212006.0,1986.0,13.0,277.0,,TMLS,2405884,35.533318,-78.788568
1032,MLS Listing,Single Family Residential,616 Longstanton Ave,Zebulon,NC,27597,443895.0,4.0,2.5,Barrington,2852.0,8276.0,2021.0,13.0,156.0,65.0,TMLS,2405880,35.8356894088316,-78.2902635030886
1033,MLS Listing,Single Family Residential,1007 Highland Woods Dr,Chapel Hill,NC,27517,963270.0,5.0,4.5,Highland Woods,3473.0,35283.0,2022.0,13.0,277.0,8.0,TMLS,2405878,35.903081,-79.0289106
1034,MLS Listing,Single Family Residential,2120 Eagle Valley Ct,Kernersville,NC,27284,319900.0,4.0,2.5,Abington,,,1989.0,13.0,,,Triad MLS,1041173,36.1672363,-80.0953724
1035,MLS Listing,Single Family Residential,3171 Old Salisbury Rd,Winston Salem,NC,27127,284900.0,3.0,1.5,Mendenhall Mill,,,1948.0,13.0,,,Triad MLS,1041113,36.001012,-80.2683935
1036,MLS Listing,Single Family Residential,5620 Big Sandy Dr,Raleigh,NC,27616,451000.0,4.0,2.5,Riverside,2825.0,7405.0,2001.0,13.0,160.0,,TMLS,2405862,35.8889748,-78.5472968
1037,MLS Listing,Single Family Residential,96 Willett Rd,Siler City,NC,27334,215000.0,3.0,2.0,Chatham,1435.0,43995.0,1970.0,13.0,150.0,,TMLS,2405861,35.7438097,-79.468345
1038,MLS Listing,Single Family Residential,402 S Joyner St,Gibsonville,NC,27249,200000.0,3.0,1.0,Guilford,1184.0,15246.0,1932.0,13.0,169.0,,TMLS,2405854,36.1054825,-79.5480287
1039,MLS Listing,Single Family Residential,100 Martindale Dr,Youngsville,NC,27596-9729,490000.0,4.0,3.0,Martindale,3116.0,81457.0,1991.0,13.0,157.0,,TMLS,2405849,36.0225728,-78.4557898
1040,MLS Listing,Single Family Residential,301 Trautz Ln #15,Holly Springs,NC,27540-0000,679263.0,5.0,4.5,Wake,3373.0,12022.0,2021.0,13.0,201.0,100.0,TMLS,2405847,35.6149616348849,-78.8775166599274
1041,MLS Listing,Single Family Residential,516 Tucker St,Burlington,NC,27215,89500.0,2.0,1.0,Alamance,812.0,3484.0,1950.0,13.0,110.0,,TMLS,2405846,36.0856057,-79.4332693
1042,MLS Listing,Single Family Residential,620 Longstanton Ave,Zebulon,NC,27597,443570.0,4.0,2.5,Barrington,3093.0,7405.0,2021.0,13.0,143.0,65.0,TMLS,2405843,35.8369367369024,-78.2914829808703
1043,MLS Listing,Single Family Residential,16 Loch Ridge Dr,Greensboro,NC,27408,1595000.0,5.0,5.5,Provincetown,,,1994.0,13.0,,128.0,Triad MLS,1039508,36.1137911,-79.788128
1044,MLS Listing,Single Family Residential,7178 US Rt 52,Union Twp,OH,45167,79900.0,1.0,1.0,Union Twp.,,14810.0,,13.0,,,Cincy MLS,1714515,35.589576,-80.423928
1045,MLS Listing,Single Family Residential,1213 Marlowe Rd,Raleigh,NC,27609,2800000.0,7.0,6.5,Lakestone,6773.0,87991.0,1986.0,13.0,413.0,,TMLS,2405828,35.8336847,-78.6560742
1046,MLS Listing,Single Family Residential,1005 Lily Lavender Ln Unit 105 Olivia H,Knightdale,NC,27545,484900.0,4.0,3.0,Wake,2961.0,8276.0,2021.0,13.0,164.0,55.0,TMLS,2405822,35.8188087692757,-78.4620957458496
1047,MLS Listing,Single Family Residential,5002 Cherry St,Winston Salem,NC,27105,165000.0,3.0,1.0,Hunter Hills,,,1954.0,13.0,,,Triad MLS,1040788,36.1611127,-80.2704512
1048,MLS Listing,Single Family Residential,1399 Spring Hill Church Rd,Lillington,NC,27546,280000.0,3.0,2.0,Harnett,2018.0,130680.0,1936.0,13.0,139.0,,TMLS,2405815,35.3615655,-78.9503684
1049,MLS Listing,Single Family Residential,3532 Boren Ct,Raleigh,NC,27616,431000.0,4.0,2.5,Evian Heights,2631.0,15246.0,1997.0,13.0,164.0,,TMLS,2405813,35.8765412,-78.5141924
1050,MLS Listing,Single Family Residential,1104 Silvershire Way,Knightdale,NC,27545,350000.0,3.0,2.5,Planters Walk,1547.0,11761.0,1988.0,13.0,226.0,,TMLS,2405809,35.7895983,-78.5073239
1051,MLS Listing,Single Family Residential,5750 Yellow Pine Trl,McLeansville,NC,27301,210000.0,3.0,1.5,Pineridge,,,1995.0,13.0,,,Triad MLS,1041191,36.1847895,-79.6514166
1052,MLS Listing,Single Family Residential,134 Odell Myers Rd,Advance,NC,27006,514900.0,4.0,3.5,,,,2021.0,13.0,,,Triad MLS,1041224,35.9247711,-80.4053283
1053,MLS Listing,Single Family Residential,5298 S Nc Highway 150,Lexington,NC,27295,229900.0,3.0,2.0,,,,2021.0,13.0,,,Triad MLS,1041229,35.801892,-80.387994
1054,MLS Listing,Single Family Residential,1119 Holmes St,Raleigh,NC,27601,600000.0,3.0,3.0,Wake,1791.0,3484.0,2021.0,13.0,335.0,,TMLS,2405800,35.7657651,-78.628104
1055,MLS Listing,Single Family Residential,511 Young St,Henderson,NC,27536,155000.0,3.0,2.0,Vance,1781.0,6534.0,1955.0,13.0,87.0,,TMLS,2405792,36.330969,-78.405516
1056,MLS Listing,Single Family Residential,1116 Kingswood Dr,Kernersville,NC,27284,299900.0,4.0,2.5,Kingswood,,,1985.0,13.0,,,Triad MLS,1040489,36.0818916,-80.1021795
1057,MLS Listing,Single Family Residential,1819 Cleburne Ter,Kernersville,NC,27284,389900.0,3.0,3.0,Welden Village,,,2021.0,13.0,,66.0,Triad MLS,1040184,36.071901,-80.065532
1058,MLS Listing,Single Family Residential,6803 Branson Mill Rd,Pleasant Garden,NC,27313,125000.0,2.0,1.0,,,,1979.0,13.0,,,Triad MLS,1040220,35.9285194,-79.7756672
1059,MLS Listing,Single Family Residential,362 Tall Oaks Rd,Chapel Hill,NC,27516,725000.0,4.0,3.5,Oak Grove,3876.0,90169.0,2006.0,13.0,187.0,,TMLS,2405786,35.851139,-79.1026588
1060,MLS Listing,Single Family Residential,1035 Kennedy Rd,Lawsonville,NC,27022,339900.0,4.0,3.0,,,,1978.0,13.0,,,Triad MLS,1040959,36.513253,-80.200819
1061,MLS Listing,Single Family Residential,1824 Long Mill Rd,Youngsville,NC,27596,425000.0,4.0,2.5,Franklin,2103.0,43995.0,2013.0,13.0,202.0,,TMLS,2405773,36.0558901,-78.5001816
1062,MLS Listing,Single Family Residential,124 Odell Myers Rd,Advance,NC,27006,449900.0,4.0,2.5,,,,2021.0,13.0,,,Triad MLS,1041198,35.9246908,-80.4054141
1063,MLS Listing,Single Family Residential,290 Gleason Ln,Thomasville,NC,27360,485000.0,3.0,2.5,,,,1999.0,13.0,,,Triad MLS,1040694,35.805112,-80.1298338
1064,MLS Listing,Single Family Residential,2496 Kaleigh Way Lot 109,Browns Summit,NC,27214,458943.0,3.0,3.0,Brooke Meadows,,,2021.0,13.0,,50.0,Triad MLS,1023518,36.222296,-79.74381
1065,MLS Listing,Single Family Residential,1453 Barger Rd,Salisbury,NC,28146,407500.0,4.0,2.0,Salisbury,3100.0,803246.0,1996.0,13.0,131.0,,CANOPYMLS,3782002,35.6008478,-80.3895156
1066,MLS Listing,Single Family Residential,146 W Kime Ave,Liberty,NC,27298,125000.0,2.0,1.0,,,,1960.0,13.0,,,Triad MLS,1041197,35.8462591,-79.5722187
1067,MLS Listing,Single Family Residential,291 Sherman Pines Dr,Fuquay Varina,NC,27526,579900.0,4.0,3.5,Sherman Pines,2746.0,27181.0,2017.0,13.0,211.0,,TMLS,2405765,35.5426383,-78.8179244
1068,MLS Listing,Single Family Residential,801 Onslow St,Durham,NC,27705,775000.0,3.0,3.5,Trinity Heights,2746.0,14244.0,1900.0,13.0,282.0,,TMLS,2405762,36.009941,-78.9150113
1069,MLS Listing,Single Family Residential,12008 Joseph Dr,Raleigh,NC,27614,669900.0,5.0,4.0,River Run,4293.0,15246.0,2005.0,13.0,156.0,100.0,TMLS,2405761,35.9335722,-78.5768863
1070,MLS Listing,Single Family Residential,1127 Sagamore Dr,Louisburg,NC,27549,769000.0,3.0,3.5,Lake Royale,4007.0,23086.0,1993.0,13.0,192.0,82.0,TMLS,2405756,35.9628657,-78.1902633
1071,MLS Listing,Single Family Residential,104 Ascender Dr,King,NC,27021,324900.0,4.0,2.5,Pilot Bluff,,,2021.0,13.0,,13.0,Triad MLS,1041184,36.2914,-80.338168
1072,MLS Listing,Single Family Residential,8617 Saint Joans Way,Willow Spring(s),NC,27592,384900.0,4.0,2.5,Wake,2300.0,37026.0,2021.0,13.0,167.0,20.0,TMLS,2405749,35.5450327959731,-78.6975673599243
1073,MLS Listing,Single Family Residential,10718 Governors Dr,Chapel Hill,NC,27517,1695000.0,4.0,4.5,Governors Club,4730.0,32670.0,1993.0,13.0,358.0,288.0,TMLS,2405737,35.8433787,-79.0372698
1074,MLS Listing,Single Family Residential,202 W Springfield Rd,High Point,NC,27263,105000.0,2.0,1.0,J.W. Johnson Properties,,,1940.0,13.0,,,Triad MLS,1041170,35.9310226,-79.9906124
1075,MLS Listing,Single Family Residential,6714 Nc Highway 66 S,King,NC,27021,215000.0,3.0,2.0,,,,1959.0,13.0,,,Triad MLS,1040917,36.29394,-80.323879
1076,MLS Listing,Single Family Residential,2734 Park Oak Dr,Clemmons,NC,27012,265000.0,4.0,2.0,Clemmons Cove,,,1965.0,13.0,,,Triad MLS,1041043,36.0495048,-80.3819796
1077,MLS Listing,Single Family Residential,707 Overbrook Dr,Thomasville,NC,27360,227900.0,3.0,2.0,Forest Hills,,,1991.0,13.0,,,Triad MLS,1041153,35.9065582,-80.0714122
1078,MLS Listing,Single Family Residential,7116 Hasentree Way,Wake Forest,NC,27587,1000000.0,4.0,3.5,Hasentree,3240.0,40075.0,2014.0,13.0,309.0,243.0,TMLS,2405733,35.990922,-78.588159
1079,MLS Listing,Single Family Residential,7413 Humble Farm Dr,Liberty,NC,27298,272490.0,4.0,2.5,Ferguson Creek Village,,,2021.0,13.0,,,Triad MLS,1041089,35.9635462,-79.5490885
1080,MLS Listing,Single Family Residential,504 E Hammond St,Durham,NC,27704,285000.0,2.0,1.0,Colonial Village,879.0,9147.0,1954.0,13.0,324.0,,TMLS,2405728,36.0244566,-78.8867827
1081,MLS Listing,Single Family Residential,222 Mize Rd,Lexington,NC,27295,219000.0,4.0,2.5,,,,1965.0,13.0,,,Triad MLS,1041098,35.8510056,-80.2634092
1082,MLS Listing,Single Family Residential,1924 Ward St,Durham,NC,27707,415000.0,2.0,2.0,Durham,1325.0,11761.0,1950.0,13.0,313.0,,TMLS,2405720,35.9822248,-78.9280949
1083,MLS Listing,Single Family Residential,2225 Caramoor Ln,Raleigh,NC,27614,525000.0,4.0,2.5,Bedford at Falls River,2801.0,4356.0,2005.0,13.0,187.0,70.0,TMLS,2405717,35.9259441,-78.5696117
1084,MLS Listing,Single Family Residential,917 Hemingway Dr,Raleigh,NC,27609-6021,519900.0,4.0,2.5,Hickory Hills,2017.0,13503.0,1971.0,13.0,258.0,,TMLS,2405712,35.8441131,-78.6221189
1085,MLS Listing,Single Family Residential,2401 Lincoln St,Durham,NC,27707,270000.0,4.0,1.5,Liberty Acres,1313.0,8145.0,1962.0,13.0,206.0,,TMLS,2405706,35.9681571,-78.8965763
1086,MLS Listing,Single Family Residential,317 Natalie Dr,Winston Salem,NC,27104,359900.0,3.0,3.5,Rolling Hills Estates,,,1996.0,13.0,,,Triad MLS,1041103,36.0923666,-80.3499647
1087,MLS Listing,Single Family Residential,5621 Woodberry Rd,Durham,NC,27707,430000.0,3.0,2.0,Woodberry Forest,1579.0,24393.0,1969.0,13.0,272.0,,TMLS,2405699,35.9383323,-78.971709
1088,MLS Listing,Single Family Residential,980 Hal Clark Rd,Siler City,NC,27344,1320000.0,6.0,5.5,Chatham,5626.0,7405200.0,1865.0,13.0,235.0,,TMLS,2405698,35.6829965,-79.5259226
1089,MLS Listing,Single Family Residential,3560 Kerrs Chapel Rd,Elon,NC,27244,269900.0,3.0,2.5,Caswell,2184.0,100188.0,1997.0,14.0,124.0,,TMLS,2405689,36.2591185,-79.420783
1090,MLS Listing,Single Family Residential,232 Hampton Rd,Asheboro,NC,27203,125900.0,2.0,1.0,Forest Hills,,,1941.0,14.0,,,Triad MLS,1041164,35.7191706,-79.8146817
1091,MLS Listing,Single Family Residential,1005 N Hyde Park,Durham,NC,27701-3833,197500.0,3.0,1.0,Obriant Place,820.0,5227.0,1964.0,14.0,241.0,,TMLS,2405688,35.9956482,-78.881985
1092,MLS Listing,Single Family Residential,7812 Olde Pender Way,Willow Spring(s),NC,27592,392500.0,3.0,2.5,Westmoor,2441.0,28749.0,2006.0,14.0,161.0,18.0,TMLS,2405684,35.5544418,-78.721021
1093,MLS Listing,Single Family Residential,705 Brunson Dr Unit 1/6,Albemarle,NC,28001,420000.0,4.0,4.0,Albemarle,3806.0,49658.0,1974.0,14.0,110.0,,CANOPYMLS,3781462,35.3670783,-80.1894463
1094,MLS Listing,Single Family Residential,1313 Joe Louis Ave,Raleigh,NC,27610-3367,305000.0,2.0,1.5,Joe Louis Park,1242.0,4791.0,2003.0,14.0,246.0,,TMLS,2405681,35.771114,-78.6188823
1095,MLS Listing,Single Family Residential,1028 Federal House Ave,Wake Forest,NC,27587,625000.0,4.0,5.0,Crenshaw Hall Plantation,3840.0,15246.0,2000.0,14.0,163.0,58.0,TMLS,2405680,35.9731651,-78.5507131
1096,MLS Listing,Single Family Residential,3106 Hickory Hill Dr,Sanford,NC,27330,348500.0,4.0,3.0,Longview Acres,2281.0,20037.0,1973.0,14.0,153.0,,TMLS,2405674,35.4679905,-79.210021
1097,MLS Listing,Single Family Residential,1001 Briarwood St,Reidsville,NC,27320,295000.0,3.0,2.0,Lamar Acres,,,2021.0,14.0,,,Triad MLS,1041154,36.3271233,-79.6762979
1098,MLS Listing,Single Family Residential,3580 Parrish Rd,Winston Salem,NC,27105,135000.0,2.0,1.5,,,,1988.0,14.0,,,Triad MLS,1041149,36.1333551,-80.194241
1099,MLS Listing,Single Family Residential,119 Larkspur Ln,Thomasville,NC,27360,150000.0,3.0,2.0,Ivy Creek,,,1995.0,14.0,,,Triad MLS,1041143,35.9194451,-80.0657376
1100,MLS Listing,Single Family Residential,20122 Silver Rd,Oakboro,NC,28129,221000.0,3.0,1.0,Oakboro,1530.0,16552.0,1924.0,14.0,144.0,,CANOPYMLS,3780412,35.222634,-80.3352582
1101,MLS Listing,Single Family Residential,1508 Lake Louise Ln,Fuquay Varina,NC,27526-4468,450000.0,4.0,3.5,Lakestone Village,2424.0,8712.0,2010.0,14.0,186.0,,TMLS,2405651,35.5880219,-78.7682088
1102,MLS Listing,Single Family Residential,6214 New Salem Rd,Marshville,NC,28103,325000.0,3.0,2.0,Marshville,1305.0,240886.0,1983.0,14.0,249.0,,CANOPYMLS,3782337,35.1093175,-80.3967654
1103,MLS Listing,Single Family Residential,354 Shaddox Dr,New Hill,NC,27562,695000.0,4.0,3.5,Pea Ridge,3400.0,259182.0,1998.0,14.0,204.0,,TMLS,2405635,35.6688898,-79.0329432
1104,MLS Listing,Single Family Residential,1212 Summerfield Ln,Creedmoor,NC,27522-7249,365000.0,4.0,2.5,Wynngate,2119.0,13503.0,2006.0,14.0,172.0,,TMLS,2405634,36.1142576,-78.7277371
1105,MLS Listing,Single Family Residential,6988 Garrett Store Rd,Liberty,NC,27298,450000.0,3.0,2.5,,,,1955.0,14.0,,,Triad MLS,1040561,35.9674336,-79.5563328
1106,MLS Listing,Single Family Residential,710 Huntington Ct,Burlington,NC,27215,199000.0,3.0,2.0,Franklin Place,1465.0,6098.0,1984.0,14.0,136.0,,TMLS,2405628,36.0701238,-79.4565337
1107,MLS Listing,Single Family Residential,4226 Old Us 1 Hwy,New Hill,NC,27562,215000.0,3.0,1.5,Wake,1339.0,43560.0,1977.0,14.0,161.0,,TMLS,2405627,35.6734572,-78.9541243
1108,MLS Listing,Single Family Residential,2228 Martin Luther King Jr Rd,Walnut Cove,NC,27052,129000.0,2.0,1.0,,,,2006.0,14.0,,,Triad MLS,1041125,36.2791,-80.100898
1109,MLS Listing,Single Family Residential,395 Millingport Ln,New London,NC,28127,465000.0,4.0,4.5,Uwharrie Point,3000.0,9583.0,2000.0,14.0,155.0,358.0,CANOPYMLS,3778656,35.475943,-80.1045139
1110,MLS Listing,Single Family Residential,40 Saintsing Trl Unit Woodlief Lot 69,Franklinton,NC,27525,419210.0,4.0,3.0,Franklin,2997.0,10062.0,2021.0,14.0,140.0,45.0,TMLS,2405619,36.0709465424437,-78.5046104103088
1111,MLS Listing,Single Family Residential,107 Rogers St,Pageland,SC,29728,329000.0,4.0,2.5,Pageland,2050.0,6534.0,2021.0,14.0,160.0,,CANOPYMLS,3782055,34.7825388,-80.3983704
1112,MLS Listing,Single Family Residential,3 Forest Dr,Thomasville,NC,27360,169900.0,3.0,2.0,Fairgrove Forest,,,1951.0,14.0,,,Triad MLS,1040739,35.8532932,-80.0772863
1113,MLS Listing,Single Family Residential,50 Saintsing Trl Unit Woodlief 70,Franklinton,NC,27525,407872.0,4.0,3.0,Franklin,2731.0,10062.0,2021.0,14.0,149.0,45.0,TMLS,2405613,36.0707857529058,-78.5045589501648
1114,MLS Listing,Single Family Residential,6807 River Farm Dr,Oak Ridge,NC,27310,850000.0,4.0,4.5,Riverside At Oak Ridge,,,2021.0,14.0,,117.0,Triad MLS,1040889,36.1776685,-80.0186361
1115,MLS Listing,Single Family Residential,115 Hunters Glen Dr,Summerfield,NC,27358,389900.0,4.0,3.0,Hunters Glen,,,2005.0,14.0,,,Triad MLS,1041029,36.2621902,-79.8382747
