,SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,SOURCE,MLS#,LATITUDE,LONGITUDE
0,MLS Listing,Single Family Residential,3240 Cornwallis Rd,Garner,NC,27529,345500.0,3.0,2.5,Southwoods,1841.0,58370.0,1987.0,1.0,188.0,,TMLS,2408156,35.5862521,-78.5405526
1,MLS Listing,Single Family Residential,8724 Fort Macon Ct,Raleigh,NC,27615,614900.0,4.0,3.0,Heritage Point,3829.0,55756.0,1982.0,1.0,161.0,86.0,TMLS,2407930,35.9085544,-78.6759722
2,MLS Listing,Single Family Residential,1800 Pershing Rd,Raleigh,NC,27608,560000.0,3.0,2.0,Georgetown,1613.0,11325.0,1946.0,1.0,347.0,,TMLS,2407866,35.8065514,-78.628237
3,MLS Listing,Single Family Residential,1705 Westhaven Dr,Raleigh,NC,27607,420000.0,3.0,2.5,Medfield Estates,2039.0,23086.0,1973.0,6.0,206.0,,TMLS,2406991,35.8049724,-78.7621878
4,MLS Listing,Single Family Residential,1311 Shepherd St,Durham,NC,27707,475000.0,3.0,2.0,Vickers,1565.0,14810.0,1978.0,13.0,304.0,,TMLS,2405707,35.9863532,-78.9128895
5,MLS Listing,Single Family Residential,310 N Estes Dr,Chapel Hill,NC,27514,499000.0,3.0,2.0,Estes Hills,2102.0,54885.0,1957.0,14.0,237.0,,TMLS,2405560,35.9327543,-79.0392344
6,MLS Listing,Single Family Residential,219 Crisp Rd,Durham,NC,27713,525000.0,4.0,2.5,Jordan at Southpoint,2517.0,8276.0,2015.0,14.0,209.0,70.0,TMLS,2405548,35.8704419,-78.9414861
7,MLS Listing,Single Family Residential,5417 Rambling Rd,Greensboro,NC,27409,725000.0,4.0,3.5,Rambling Woods,,,1985.0,14.0,,,Triad MLS,1040816,36.1543466,-79.945611
8,MLS Listing,Single Family Residential,3745 Westbury Lake Dr,Raleigh,NC,27603,850000.0,4.0,3.5,Westbury,4131.0,26571.0,2005.0,20.0,206.0,42.0,TMLS,2404323,35.6651757,-78.7087133
9,MLS Listing,Single Family Residential,905 Black Boulder Trl,Durham,NC,27712,575000.0,4.0,4.0,Ashfield Place,3717.0,13503.0,2008.0,27.0,155.0,56.0,TMLS,2403062,36.0915806,-78.9269016
10,MLS Listing,Single Family Residential,1117 S State St,Raleigh,NC,27601,469900.0,4.0,2.0,State Street Village,1499.0,12196.0,2010.0,31.0,313.0,,TMLS,2401945,35.7670177,-78.6244686
11,MLS Listing,Single Family Residential,190 Bobcat Rd,Summerfield,NC,27358,750000.0,3.0,2.5,,,,2014.0,45.0,,,Triad MLS,1034949,36.2980695,-79.868176
12,MLS Listing,Single Family Residential,4708 Waterford Cove Dr,Raleigh,NC,27616,451000.0,3.0,2.5,Winchester,2314.0,15246.0,1998.0,1.0,195.0,46.0,TMLS,2408181,35.8360252,-78.5596305
13,MLS Listing,Single Family Residential,138 N Fields Cir,Chapel Hill,NC,27516,622900.0,5.0,3.5,Lake Hogan Farms,2618.0,6098.0,2004.0,1.0,238.0,75.0,TMLS,2408179,35.953739,-79.1012535
14,MLS Listing,Single Family Residential,64 Morningside Ln,Angier,NC,27501,434864.0,4.0,3.5,Weatherford,2555.0,23086.0,2021.0,1.0,170.0,45.0,TMLS,2408178,35.5238473058724,-78.6766303318024
15,MLS Listing,Single Family Residential,8015 Mckee Dr,Raleigh,NC,27616,339900.0,4.0,2.5,Highland Creek,2139.0,5227.0,2011.0,1.0,159.0,56.0,TMLS,2408177,35.8962494,-78.5207609
16,MLS Listing,Single Family Residential,3010 Wildwood Dr,Sanford,NC,27330,225000.0,3.0,2.0,Wildwood,1524.0,34848.0,2001.0,1.0,148.0,,TMLS,2408176,35.5145288,-79.2346961
17,MLS Listing,Single Family Residential,1837 Pennrose Dr,Reidsville,NC,27320,293000.0,4.0,3.0,Pennrose Country Club,,,1965.0,1.0,,,Triad MLS,1042700,36.338952,-79.664266
18,MLS Listing,Single Family Residential,4109 Queen Beth Dr,Greensboro,NC,27405,174900.0,3.0,1.5,Kings Forest,,,1965.0,1.0,,,Triad MLS,1042658,36.0999055,-79.7383444
19,MLS Listing,Single Family Residential,302 N Franklin St,Reidsville,NC,27320,45000.0,3.0,2.0,,,,1971.0,1.0,,,Triad MLS,1042434,36.3643801,-79.6701858
20,MLS Listing,Single Family Residential,105 Morningside Ln,Angier,NC,27501,473100.0,3.0,2.5,Weatherford,2524.0,25264.0,2021.0,1.0,187.0,45.0,TMLS,2408175,35.5242751687146,-78.6757398384094
21,MLS Listing,Single Family Residential,153 Morningside Ln,Angier,NC,27501,505215.0,4.0,4.5,Weatherford,3100.0,46173.0,2021.0,1.0,163.0,45.0,TMLS,2408171,35.5242402412212,-78.6757612960816
22,MLS Listing,Single Family Residential,4308 Walnut Hollow Dr,Winston Salem,NC,27127,162500.0,3.0,2.0,Walnut Hollow,,,1985.0,1.0,,,Triad MLS,1042719,36.0322377,-80.2421948
23,MLS Listing,Single Family Residential,5838 Old Randleman Rd,Greensboro,NC,27406,329900.0,3.0,2.0,,,,1963.0,1.0,,,Triad MLS,1042695,35.940673,-79.8239707
24,MLS Listing,Single Family Residential,5211 Nc Highway 150 E,Browns Summit,NC,27214,159500.0,3.0,1.0,,,,1989.0,1.0,,,Triad MLS,1042436,36.2197306,-79.6552322
25,MLS Listing,Single Family Residential,868 River Song Pl,Cary,NC,27519,649900.0,5.0,4.0,StoneWtr,3389.0,9583.0,2010.0,1.0,192.0,75.0,TMLS,2408169,35.8468033,-78.9079589
26,MLS Listing,Single Family Residential,633 Morreene Rd,Durham,NC,27705,169000.0,2.0,1.5,Turnage Heights,1037.0,19166.0,1954.0,1.0,163.0,,TMLS,2408167,36.0138687,-78.9566778
27,MLS Listing,Single Family Residential,8020 Whitmore Cove Ln,Clemmons,NC,27012,450000.0,4.0,3.5,Whitmore Place,,,1994.0,1.0,,,Triad MLS,1042673,36.0306951,-80.4181991
28,MLS Listing,Single Family Residential,303 Hill Ln,Mebane,NC,27302,325000.0,3.0,2.5,Fair Oaks,,,1997.0,1.0,,,Triad MLS,1042650,36.0859532,-79.2794472
29,MLS Listing,Single Family Residential,2557 Alderney Ln,Winston Salem,NC,27103,199900.0,3.0,1.5,Sandersted,,,1959.0,1.0,,,Triad MLS,1042541,36.0657901,-80.2848534
30,MLS Listing,Single Family Residential,1822 Chandellay Dr,Durham,NC,27705-2126,325000.0,3.0,2.0,Durham,1694.0,19602.0,1966.0,1.0,192.0,,TMLS,2408163,36.0494441,-78.927211
31,MLS Listing,Single Family Residential,3608 Summit Lakes Dr,Browns Summit,NC,27214,684000.0,4.0,4.0,Summit Lakes,,,2001.0,1.0,,,Triad MLS,1042707,36.2409431,-79.7233146
32,MLS Listing,Single Family Residential,296 Elijah Beck Rd,Lexington,NC,,215000.0,3.0,2.0,,,,1996.0,1.0,,,Triad MLS,1041612,35.7408509,-80.2192562
33,MLS Listing,Single Family Residential,107 Radcliff Cir,Durham,NC,27713,354000.0,3.0,2.5,Parkwood,1771.0,14374.0,1964.0,1.0,200.0,21.0,TMLS,2408158,35.8898744,-78.9057721
34,MLS Listing,Single Family Residential,1607 Pecan Rd,Reidsville,NC,27320,49900.0,2.0,1.0,,,,1939.0,1.0,,,Triad MLS,1042524,36.3603026,-79.698902
35,MLS Listing,Single Family Residential,920 Chalet Dr,Walkertown,NC,27401,165000.0,3.0,2.0,Kings Court,,,1973.0,1.0,,,Triad MLS,1042558,36.147936,-80.143122
36,MLS Listing,Single Family Residential,1332 and 1334 Lees Chapel Rd,Greensboro,NC,27455,500000.0,3.0,1.0,,,,1956.0,1.0,,,Triad MLS,1041995,36.1357515,-79.7842604
37,MLS Listing,Single Family Residential,263 Naples Ln,Clayton,NC,27527-9306,335000.0,4.0,2.5,Tuscany,2620.0,7840.0,2016.0,1.0,128.0,23.0,TMLS,2407660,35.644954,-78.364626
38,MLS Listing,Single Family Residential,604 Tidewater Dr,Sanford,NC,27330,210000.0,3.0,2.5,Hawkins Run,1843.0,24829.0,1994.0,1.0,114.0,29.0,TMLS,2408152,35.5153078,-79.1804905
39,MLS Listing,Single Family Residential,602 Herman Gist Rd,Greensboro,NC,27401,160000.0,3.0,2.0,Holts Chapel,1227.0,9583.0,2005.0,1.0,130.0,,AMLSNC,119879,36.0707067,-79.7364604
40,MLS Listing,Single Family Residential,403 Bellmeade Bay Dr,Durham,NC,27703,349900.0,3.0,2.0,Grove Park,1507.0,14244.0,2001.0,1.0,232.0,56.0,TMLS,2408149,35.9755183,-78.8190848
41,MLS Listing,Single Family Residential,3507 Sidneys Way,Durham,NC,27703-2668,220000.0,3.0,2.0,Fraiser Forest,1265.0,14157.0,2001.0,1.0,174.0,,TMLS,2408144,36.0042064,-78.8308098
42,MLS Listing,Single Family Residential,5 Friendly Acres Ct,Greensboro,NC,27410,1350000.0,5.0,6.0,Friendly Acres,,,1999.0,1.0,,,Triad MLS,1042685,36.1175433,-79.8634475
43,MLS Listing,Single Family Residential,201 Olympia St,Siler City,NC,27344,199900.0,2.0,2.0,Chatham,1130.0,16988.0,1957.0,1.0,177.0,,TMLS,2408139,35.71041,-79.4526989
44,MLS Listing,Single Family Residential,2443 Briar Chapel Pkwy,Chapel Hill,NC,27516,469000.0,4.0,3.0,Briar Chapel,2257.0,4356.0,2014.0,1.0,208.0,140.0,TMLS,2408138,35.8273224,-79.1144069
45,MLS Listing,Single Family Residential,229 E Webber Ln,Clayton,NC,27527,300000.0,3.0,2.5,Riverwood Athletic Club,1835.0,6098.0,2016.0,1.0,163.0,72.0,TMLS,2408137,35.6843288,-78.4321852
46,MLS Listing,Single Family Residential,3500 Pine Warbler Ct,Wake Forest,NC,27587,445000.0,4.0,2.5,Whippowill Valley,2845.0,30187.0,1992.0,1.0,156.0,,TMLS,2408135,35.9273937,-78.5209828
47,MLS Listing,Single Family Residential,104 Westchester Pl,Chapel Hill,NC,27514,650000.0,4.0,3.5,Englewood,3300.0,15681.0,1997.0,1.0,197.0,350.0,TMLS,2408134,35.9543748,-79.0134046
48,MLS Listing,Single Family Residential,306 Essick Ln,Winston Salem,NC,27127,375000.0,3.0,2.0,,,,1931.0,1.0,,,Triad MLS,1042556,35.9953216,-80.2528811
49,MLS Listing,Single Family Residential,9 Pineway Ct,Greensboro,NC,27405,192000.0,3.0,2.5,North Field Valley,,,1987.0,1.0,,,Triad MLS,1042425,36.131562,-79.745968
50,MLS Listing,Single Family Residential,310 Essick Ln,Winston Salem,NC,27127,595000.0,3.0,3.5,,,,1977.0,1.0,,,Triad MLS,1042564,35.9956617,-80.2528887
51,MLS Listing,Single Family Residential,105 Meadowview Cir,New London,NC,28127,148500.0,2.0,1.0,Badin Shores Resort,,,1991.0,1.0,,150.0,Triad MLS,1042390,35.4852987,-80.1359345
52,MLS Listing,Single Family Residential,536 Comfort Way,Locust,NC,28097,360000.0,3.0,2.5,Whispering Hills,2108.0,7840.0,2019.0,1.0,171.0,21.0,CANOPYMLS,3786263,35.295289,-80.423882
53,MLS Listing,Single Family Residential,983 Branch Line Ln,Apex,NC,27502,490000.0,3.0,3.0,The Villages of Apex,2488.0,2613.0,2012.0,1.0,197.0,83.0,TMLS,2408131,35.744343,-78.8471339
54,MLS Listing,Single Family Residential,4769 NC 109 Hwy N,Wadesboro,NC,28170,25000.0,1.0,1.0,Wadesboro,833.0,32670.0,1965.0,1.0,30.0,,CANOPYMLS,3785462,35.0115114,-80.028339
55,MLS Listing,Single Family Residential,312 Springtime Dr,Greensboro,NC,27409,259995.0,3.0,2.0,Friendswood,,,1965.0,1.0,,,Triad MLS,1042672,36.0697467,-79.898826
56,MLS Listing,Single Family Residential,1408 Hatherleigh Ct,Raleigh,NC,27612,585000.0,3.0,2.5,Clandon Forest,2651.0,8712.0,1992.0,1.0,221.0,20.0,TMLS,2408128,35.8814709,-78.6717893
57,MLS Listing,Single Family Residential,108 Celeste Cir,Erwin,NC,28339,189900.0,4.0,2.0,Post Gardens,1256.0,21780.0,1993.0,1.0,151.0,,TMLS,2408127,35.3207409,-78.6658686
58,MLS Listing,Single Family Residential,1011 Plath Dr #614,Durham,NC,27703,589204.0,2.0,2.0,Durham,1880.0,5662.0,2021.0,1.0,313.0,241.0,TMLS,2408126,35.9015039,-78.8315068
59,MLS Listing,Single Family Residential,3104 Winston Rd,Durham,NC,27704,300000.0,3.0,2.0,Homestead Heights,1411.0,15246.0,1960.0,1.0,213.0,,TMLS,2408122,36.0419609,-78.9070321
60,MLS Listing,Single Family Residential,78 Ocean Dr,Clayton,NC,27520,430000.0,4.0,3.5,Sunset Ridge,3119.0,38332.0,2015.0,1.0,138.0,13.0,TMLS,2408121,35.549182,-78.523265
61,MLS Listing,Single Family Residential,3 Midstream Ct,Chapel Hill,NC,27517,685000.0,5.0,3.5,Blenheim Woods,3341.0,9147.0,2009.0,1.0,205.0,44.0,TMLS,2408118,35.926684,-78.998801
62,MLS Listing,Single Family Residential,1419 Fairfax Woods Dr,Apex,NC,27502,575000.0,4.0,2.5,Beckett Crossing,3395.0,13068.0,2004.0,1.0,169.0,47.0,TMLS,2408115,35.7428473,-78.879998
63,MLS Listing,Single Family Residential,206 Wintergreen Ct,Lexington,NC,27295,212000.0,3.0,2.5,The Vineyards,,,2007.0,1.0,,52.0,Triad MLS,1042659,35.8409191,-80.2809347
64,MLS Listing,Single Family Residential,2601 Pine Creek Ct,Raleigh,NC,27613-3538,335000.0,3.0,2.5,North Valley,1563.0,11761.0,1983.0,1.0,214.0,,TMLS,2408110,35.8744427,-78.6849671
65,MLS Listing,Single Family Residential,176 Weeping Willow Ct,Lexington,NC,27295,364700.0,4.0,3.5,Willow Creek,,,2021.0,1.0,,,Triad MLS,1042668,35.947148,-80.303302
66,MLS Listing,Single Family Residential,3385 Valley Crossing Dr,Greensboro,NC,27410,265000.0,3.0,2.0,Sunset Ridge,,,2000.0,1.0,,20.0,Triad MLS,1041935,36.1340125,-79.9031339
67,MLS Listing,Single Family Residential,115 Cascade Ct,King,NC,27021,169000.0,3.0,2.0,Woodcreek,,,1976.0,1.0,,,Triad MLS,1042661,36.2874054,-80.3225945
68,MLS Listing,Single Family Residential,1716 Magnolia Oak Pl,Durham,NC,27713,375000.0,4.0,2.5,Magnolia Place,2315.0,12196.0,2001.0,1.0,162.0,44.0,TMLS,2408107,35.9319858,-78.8229785
69,MLS Listing,Single Family Residential,502 Dogwood Dr,Chapel Hill,NC,27516,2150000.0,5.0,3.5,Westwood,3461.0,141134.0,1942.0,1.0,621.0,,TMLS,2408106,35.9024202,-79.0619236
70,MLS Listing,Single Family Residential,1997 Conrad Hill Mine Rd,Lexington,NC,27292,425000.0,7.0,3.0,,,,2008.0,1.0,,,Triad MLS,1042643,35.796253,-80.1646403
71,MLS Listing,Single Family Residential,2449 North Beech Ln,Greensboro,NC,27455,585000.0,4.0,4.0,North Beech,,,2001.0,1.0,,75.0,Triad MLS,1042405,36.1580464,-79.8389636
72,MLS Listing,Single Family Residential,6200 Halden Ct Lot 42,Stokesdale,NC,27357,568259.0,4.0,3.5,Northwest Meadows,,,2021.0,1.0,,56.0,Triad MLS,1020553,36.226907,-79.959175
73,MLS Listing,Single Family Residential,5708 Woodrose Ln Lot 9,Greensboro,NC,27410,544025.0,4.0,3.0,Woodrose,,,2021.0,1.0,,20.0,Triad MLS,1020720,36.1603698,-79.8671748
74,MLS Listing,Single Family Residential,6206 Halden Ct Lot 43,Stokesdale,NC,27357,533829.0,4.0,3.0,Northwest Meadows,,,2021.0,1.0,,56.0,Triad MLS,1020559,36.226851,-79.95921
75,MLS Listing,Single Family Residential,4104 Old Greensboro Rd,Winston Salem,NC,27101,140000.0,3.0,1.0,,,,1958.0,1.0,,,Triad MLS,1041960,36.1148364,-80.1854251
76,MLS Listing,Single Family Residential,155 New King Rd,Smithfield,NC,27577,245000.0,2.0,1.0,Johnston,1039.0,254390.0,1979.0,1.0,236.0,,TMLS,2408101,35.467624,-78.2213647
77,MLS Listing,Single Family Residential,115 Olive Crest Ln,Four Oaks,NC,27524,270000.0,3.0,2.0,Johnston,2109.0,42383.0,2002.0,1.0,128.0,,TMLS,2408100,35.4828725,-78.4507049
78,MLS Listing,Single Family Residential,4167 Branch Point Ct,Pfafftown,NC,27040,354900.0,4.0,2.5,Branch Point,,,2017.0,1.0,,33.0,Triad MLS,1042320,36.1540848,-80.3688479
79,MLS Listing,Single Family Residential,175 Highview Dr,Youngsville,NC,27596-7914,500000.0,4.0,3.0,Woodcroft,3006.0,132858.0,2003.0,1.0,166.0,,TMLS,2408097,36.0350721,-78.5485613
80,MLS Listing,Single Family Residential,835 Berwyn Ave,Durham,NC,27704,259000.0,3.0,2.0,Durham,1525.0,9670.0,1984.0,1.0,170.0,,TMLS,2408095,36.0336509,-78.8780494
81,MLS Listing,Single Family Residential,2286 Winterberry Dr,Winston Salem,NC,27106,295000.0,3.0,2.5,Winterberry,,,1984.0,1.0,,,Triad MLS,1042501,36.1309358,-80.3705192
82,MLS Listing,Single Family Residential,3406 Cheek Rd,Durham,NC,27704,209900.0,3.0,2.0,Durham,1776.0,20037.0,1957.0,1.0,118.0,,TMLS,2408094,36.0151824,-78.823421
83,MLS Listing,Single Family Residential,112 E Trinity Ave,Durham,NC,27701,645000.0,3.0,2.0,Durham,1929.0,11325.0,1920.0,1.0,334.0,,TMLS,2408093,36.0051519,-78.8931498
84,MLS Listing,Single Family Residential,7680 River Brook Trl,Clemmons,NC,27012,425000.0,4.0,3.5,Idol Acres,,,1973.0,1.0,,,Triad MLS,1042652,35.9862125,-80.4045045
85,MLS Listing,Single Family Residential,1944 Austin Ridge Pkwy,Wake Forest,NC,27587-1911,375000.0,4.0,3.5,Austin Creek,2543.0,3049.0,2019.0,1.0,147.0,185.0,TMLS,2408092,35.9607254,-78.4675395
86,MLS Listing,Single Family Residential,212 Johns Rd,Lexington,NC,27295,245000.0,3.0,2.0,Woodbrook,,,1969.0,1.0,,,Triad MLS,1042179,35.9107354,-80.2619045
87,MLS Listing,Single Family Residential,1096 Ralph Boyles Rd,King,NC,27021,170000.0,3.0,1.0,,,,1976.0,1.0,,,Triad MLS,1042344,36.348565,-80.3272947
88,MLS Listing,Single Family Residential,3413 Bellevue Rd,Raleigh,NC,27609,699900.0,3.0,2.0,Bellevue Terrace,1694.0,9583.0,1980.0,1.0,413.0,,TMLS,2408091,35.8277101,-78.6392753
89,MLS Listing,Single Family Residential,2133 Rindle Dr,High Point,NC,27262,235000.0,4.0,2.0,Burton Run,,,2005.0,1.0,,17.0,Triad MLS,1041642,35.9414591,-80.0452623
90,MLS Listing,Single Family Residential,6909 Ray Family Farm Ct,Raleigh,NC,27613-6292,925000.0,4.0,4.5,MacTavish,3751.0,25700.0,2017.0,1.0,247.0,100.0,TMLS,2408089,35.9694121,-78.7121684
91,MLS Listing,Single Family Residential,4033 Summer Brook Dr,Apex,NC,27539,1075000.0,5.0,3.5,Jamison Park,4086.0,25700.0,2003.0,1.0,263.0,57.0,TMLS,2408087,35.6728437,-78.7651983
92,MLS Listing,Single Family Residential,1996 Bowles Ave,Creedmoor,NC,27522,235000.0,3.0,2.0,Golden Pond,1366.0,15681.0,2003.0,1.0,172.0,14.0,TMLS,2408086,36.1139227,-78.6483178
93,MLS Listing,Single Family Residential,6404 Lasalle Ln,Raleigh,NC,27612-2345,497000.0,3.0,2.5,Valley Estates,2339.0,26571.0,1980.0,1.0,212.0,,TMLS,2408085,35.8705243,-78.6759408
94,MLS Listing,Single Family Residential,2725 Spicewood Dr,Winston Salem,NC,27106,309000.0,3.0,2.5,,,,1969.0,1.0,,,Triad MLS,1042532,36.1451235,-80.356969
95,MLS Listing,Single Family Residential,10007 Raintree Bnd,Chapel Hill,NC,27517,749900.0,5.0,4.0,Governors Forest,3723.0,33976.0,2004.0,1.0,201.0,105.0,TMLS,2408084,35.8534963,-79.0164295
96,MLS Listing,Single Family Residential,315 Royal Grey Ct,Winston Salem,NC,27107,210000.0,3.0,2.5,Scotland Ridge,,,2005.0,1.0,,20.0,Triad MLS,1042649,36.0886694,-80.1621986
97,MLS Listing,Single Family Residential,1405 Hannaford Rd,Winston Salem,NC,27103,265000.0,4.0,2.0,Stratford Manor,,,1960.0,1.0,,2.0,Triad MLS,1042245,36.0723874,-80.3080137
98,MLS Listing,Single Family Residential,105 Broadview Ave,Lexington,NC,27295,179500.0,3.0,2.0,Knob Hill Vista,,,1950.0,1.0,,,Triad MLS,1042492,35.8339811,-80.2693081
99,MLS Listing,Single Family Residential,6 Old Harness Pl,Durham,NC,27704,300000.0,4.0,2.5,Old Farm,2207.0,14766.0,1973.0,1.0,136.0,,TMLS,2408080,36.0738222,-78.8997596
100,MLS Listing,Single Family Residential,3856 Turnberry Park Dr,Pfafftown,NC,27040,249900.0,4.0,2.5,Crestview Place,,,2001.0,1.0,,15.0,Triad MLS,1042482,36.1735935,-80.3488336
101,MLS Listing,Single Family Residential,895 River Rd,Louisburg,NC,27549,125000.0,3.0,1.0,Alston Acres,1118.0,23522.0,1989.0,1.0,112.0,,TMLS,2408077,36.0793844,-78.2650786
102,MLS Listing,Single Family Residential,302 Montclair Way,Chapel Hill,NC,27516,1400000.0,6.0,5.5,Montclair,6072.0,29620.0,2013.0,1.0,231.0,8.0,TMLS,2408075,35.8948593,-79.0698238
103,MLS Listing,Single Family Residential,2683 Claude Simpson Rd,Burlington,NC,27217,225000.0,3.0,2.0,Alamance,1624.0,43560.0,1985.0,1.0,139.0,,TMLS,2408072,36.1834516,-79.4902715
104,MLS Listing,Single Family Residential,1133 W Fieldcrest Rd,Eden,NC,27288,110000.0,2.0,1.0,,,,1932.0,1.0,,,Triad MLS,1042640,36.5150868,-79.7049948
105,MLS Listing,Single Family Residential,20 Twin Rock Ct,Louisburg,NC,27596,398500.0,3.0,2.5,Franklin,2250.0,33541.0,2018.0,1.0,177.0,,TMLS,2408071,36.028309,-78.41199
106,MLS Listing,Single Family Residential,34 London Ln,Mebane,NC,27302,369900.0,4.0,2.5,Brookhollow,2306.0,15246.0,1977.0,1.0,160.0,,TMLS,2408070,36.0787796,-79.2807683
107,MLS Listing,Single Family Residential,422 Aldridge Rd,Archdale,NC,27263,139900.0,3.0,1.0,,,,1956.0,1.0,,,Triad MLS,1042130,35.9114348,-79.9463978
108,MLS Listing,Single Family Residential,1111 Carroll St,Durham,NC,27707-1309,540000.0,4.0,2.5,Durham,1878.0,7405.0,2016.0,1.0,288.0,,TMLS,2408067,35.989691,-78.915407
109,MLS Listing,Single Family Residential,6516 Bakersfield Dr,Raleigh,NC,27606,500000.0,3.0,2.5,Bakersfield,2573.0,61419.0,1981.0,1.0,194.0,,TMLS,2408066,35.7267915,-78.7517817
110,MLS Listing,Single Family Residential,4702 Yorkwood Dr,Greensboro,NC,27407,230000.0,3.0,2.5,Oaks West,,,1980.0,1.0,,,Triad MLS,1042546,36.0447332,-79.8800613
111,MLS Listing,Single Family Residential,1110 Brucemont Dr,Garner,NC,27529-4505,355000.0,3.0,2.0,Heather Hills,1469.0,29185.0,1969.0,1.0,242.0,,TMLS,2408062,35.6908395,-78.6208775
112,MLS Listing,Single Family Residential,4300 Lyman Ave,Raleigh,NC,27616-8459,375000.0,3.0,2.5,Highland Creek,1795.0,7840.0,2013.0,1.0,209.0,56.0,TMLS,2408060,35.8952471,-78.5216929
113,MLS Listing,Single Family Residential,109 Stone Bridge Xing,Chapel Hill,NC,27517,495000.0,4.0,3.5,The Legacy at Jordan Lake,2350.0,12196.0,2021.0,1.0,211.0,200.0,TMLS,2408052,35.764008,-79.063346
114,MLS Listing,Single Family Residential,221 Clayton Rd,Durham,NC,27703,275000.0,3.0,2.5,Durham,1767.0,22956.0,1954.0,1.0,156.0,,TMLS,2408047,35.9869661,-78.8314292
115,MLS Listing,Single Family Residential,6406 Clubside Dr,Whitsett,NC,27377,425000.0,4.0,3.0,Stoneycreek,2556.0,14810.0,2002.0,1.0,166.0,36.0,TMLS,2408039,36.0777078,-79.6006589
116,MLS Listing,Single Family Residential,5550 Tungsten Mine Rd,Bullock,NC,27507,140000.0,3.0,1.0,Vance,990.0,43560.0,1970.0,1.0,141.0,,TMLS,2408036,36.4926062,-78.4911994
117,MLS Listing,Single Family Residential,1002 Plath Dr #602,Durham,NC,27703,601107.0,2.0,2.0,Durham,2024.0,6272.0,2022.0,1.0,297.0,241.0,TMLS,2408031,35.9015039,-78.8315068
118,MLS Listing,Single Family Residential,513 W Elk St,Siler City,NC,27344,249900.0,2.0,2.0,Chatham,1834.0,20473.0,1966.0,1.0,136.0,,TMLS,2408029,35.7160923,-79.4668948
119,MLS Listing,Single Family Residential,TBD Highland Wood Dr,Clayton,NC,27527,331267.0,3.0,2.5,Flowers Plantation,1577.0,4486.0,2022.0,1.0,210.0,52.0,TMLS,2408028,35.6516641017096,-78.3384303779602
120,MLS Listing,Single Family Residential,618 Shepherd St,Durham,NC,27701,610000.0,3.0,2.0,Durham,2050.0,5052.0,1912.0,1.0,298.0,,TMLS,2408025,35.9956378,-78.9133757
121,MLS Listing,Single Family Residential,1910 Maple Leaf Ct,Rural Hall,NC,27045,229900.0,4.0,2.5,Chestnut Trail,,,1974.0,1.0,,,Triad MLS,1042616,36.2439265,-80.2516691
122,MLS Listing,Single Family Residential,113 Forest Brook Dr,Cary,NC,27519,625000.0,5.0,3.5,Brookstone,3311.0,17424.0,1996.0,1.0,189.0,47.0,TMLS,2408021,35.7734121,-78.8636986
123,MLS Listing,Single Family Residential,7005 Russell Rd,Durham,NC,27712,327000.0,3.0,2.0,Durham,1367.0,40946.0,1985.0,1.0,239.0,,TMLS,2408020,36.1067367,-78.950501
124,MLS Listing,Single Family Residential,834 Loop Rd,Burlington,NC,27217-8727,180000.0,3.0,1.0,Alamance,1364.0,39639.0,1955.0,1.0,132.0,,TMLS,2408018,36.1254293,-79.4899201
125,MLS Listing,Single Family Residential,106 Mahogany Run #140,Raleigh,NC,27610,440440.0,3.0,2.5,Auburn Village,2082.0,5924.0,2021.0,1.0,212.0,230.0,TMLS,2408016,35.697733,-78.544941
126,MLS Listing,Single Family Residential,425 Barger Rd,Salisbury,NC,28146,279900.0,2.0,1.0,Salisbury,1447.0,196020.0,1950.0,1.0,193.0,,CANOPYMLS,3786534,35.586914,-80.386132
127,MLS Listing,Single Family Residential,185 Monts Ln,Erwin,NC,28339,146900.0,3.0,2.0,Harnett,984.0,43560.0,2000.0,1.0,149.0,,TMLS,2408013,35.2737841,-78.7084475
128,MLS Listing,Single Family Residential,2952 Martin St,Walkertown,NC,27051,249900.0,3.0,1.5,Hammacks,,,1965.0,1.0,,,Triad MLS,1042577,36.1690917,-80.1384751
129,MLS Listing,Single Family Residential,333 E Sprague St,Winston Salem,NC,27127,249900.0,4.0,2.5,Winston-Salem Land And Investment Company,,,1915.0,1.0,,,Triad MLS,1042617,36.0697774,-80.2327195
130,MLS Listing,Single Family Residential,501 Hamlet Dr,Broadway,NC,27505,209900.0,3.0,2.0,Lee,1293.0,18295.0,2021.0,1.0,162.0,,TMLS,2408004,35.460312,-79.049428
131,MLS Listing,Single Family Residential,5408 Trestlewood Ln,Raleigh,NC,27610-4568,309900.0,3.0,2.5,Meadows,1927.0,12632.0,1991.0,1.0,161.0,11.0,TMLS,2408001,35.75461,-78.5524434
132,MLS Listing,Single Family Residential,154 Maroon Ct #318,Raleigh,NC,27610,374965.0,2.0,2.0,Auburn Village,1567.0,4748.0,2021.0,1.0,239.0,230.0,TMLS,2407993,35.7027444647832,-78.5433620658875
